Name,Points,Text,Address,Field1
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Sahibi kadın olduğunu belirtiyor
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Açık hava bölümü
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Arabaya teslim alma
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Temassız teslimat
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Adrese servis
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",İçeride servis
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Terasta oturma alanı
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Tekerlekli sandalyeye uygun giriş
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Tekerlekli sandalyeye uygun oturma düzeni
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Tekerlekli sandalyeye uygun park yeri
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Tekerlekli sandalyeye uygun tuvalet
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Alkol
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Bira
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Geç akşam yemeği
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Kahve
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Kokteyller
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Organik yemekler
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Şarap
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Vejetaryenlere yönelik seçenekler
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Kahvaltı
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Geç kahvaltı
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Öğle yemeği
Kahvedeyiz Cafe,"4,6",(510),"Deniz Mh, 07050 Muratpaşa/Antalya",Akşam yemeği
